DateTime,kW
05/11/2021 05.15,0
05/11/2021 05.30,0
05/11/2021 05.45,0
05/11/2021 06.00,0
05/11/2021 06.15,8
05/11/2021 06.30,80
05/11/2021 06.45,208
05/11/2021 07.00,536
05/11/2021 07.15,960
05/11/2021 07.30,1448
05/11/2021 07.45,1968
05/11/2021 08.00,2304
05/11/2021 08.15,2656
05/11/2021 08.30,3088
05/11/2021 08.45,3192
05/11/2021 09.00,3608
05/11/2021 09.15,3520
05/11/2021 09.30,4088
05/11/2021 09.45,4248
05/11/2021 10.00,4600
05/11/2021 10.15,4664
05/11/2021 10.30,4864
05/11/2021 10.45,4880
05/11/2021 11.00,5168
05/11/2021 11.15,5376
05/11/2021 11.30,5368
05/11/2021 11.45,5216
05/11/2021 12.00,5344
05/11/2021 12.15,5528
05/11/2021 12.30,1752
05/11/2021 12.45,4160
05/11/2021 13.00,3536
05/11/2021 13.15,2288
05/11/2021 13.30,4984
05/11/2021 13.45,4896
05/11/2021 14.00,2592
05/11/2021 14.15,3808
05/11/2021 14.30,1024
05/11/2021 14.45,1008
05/11/2021 15.00,3416
05/11/2021 15.15,3152
05/11/2021 15.30,2792
05/11/2021 15.45,2288
05/11/2021 16.00,1992
05/11/2021 16.15,896
05/11/2021 16.30,312
05/11/2021 16.45,208
05/11/2021 17.00,184
05/11/2021 17.15,184
05/11/2021 17.30,64
05/11/2021 17.45,0
05/11/2021 18.00,0
05/11/2021 18.15,0
05/11/2021 18.30,0
05/11/2021 18.45,0
05/11/2021 19.00,0
05/11/2021 19.15,0
05/11/2021 19.30,0
05/11/2021 19.45,0
05/11/2021 20.00,0
05/11/2021 20.15,0
05/11/2021 20.30,0
05/11/2021 20.45,0
05/11/2021 21.00,0
05/11/2021 21.15,0
05/11/2021 21.30,0
05/11/2021 21.45,0
05/11/2021 22.00,0
05/11/2021 22.15,0
05/11/2021 22.30,0
05/11/2021 22.45,0
05/11/2021 23.00,0
05/11/2021 23.15,0
05/11/2021 23.30,0
05/11/2021 23.45,0
05/11/2021 24.00,0
06/11/2021 00.15,0
06/11/2021 00.30,0
06/11/2021 00.45,0
06/11/2021 01.00,0
06/11/2021 01.15,0
06/11/2021 01.30,0
06/11/2021 01.45,0
06/11/2021 02.00,0
06/11/2021 02.15,0
06/11/2021 02.30,0
06/11/2021 02.45,0
06/11/2021 03.00,0
06/11/2021 03.15,0
06/11/2021 03.30,0
06/11/2021 03.45,0
06/11/2021 04.00,0
06/11/2021 04.15,0
06/11/2021 04.30,0
06/11/2021 04.45,0
06/11/2021 05.00,0
06/11/2021 05.15,0
06/11/2021 05.30,0
06/11/2021 05.45,0
06/11/2021 06.00,0
06/11/2021 06.15,0
06/11/2021 06.30,80
06/11/2021 06.45,208
06/11/2021 07.00,560
06/11/2021 07.15,1072
06/11/2021 07.30,1408
06/11/2021 07.45,1720
06/11/2021 08.00,2344
06/11/2021 08.15,2736
06/11/2021 08.30,3088
06/11/2021 08.45,3360
06/11/2021 09.00,3536
06/11/2021 09.15,3776
06/11/2021 09.30,3520
06/11/2021 09.45,3856
06/11/2021 10.00,4240
06/11/2021 10.15,4400
06/11/2021 10.30,4712
06/11/2021 10.45,4704
06/11/2021 11.00,4976
06/11/2021 11.15,4464
06/11/2021 11.30,2952
06/11/2021 11.45,5296
06/11/2021 12.00,4928
06/11/2021 12.15,5024
06/11/2021 12.30,2808
06/11/2021 12.45,3200
06/11/2021 13.00,3368
06/11/2021 13.15,2016
06/11/2021 13.30,3704
06/11/2021 13.45,3464
06/11/2021 14.00,3816
06/11/2021 14.15,2560
06/11/2021 14.30,3000
06/11/2021 14.45,976
06/11/2021 15.00,2240
06/11/2021 15.15,1120
06/11/2021 15.30,1368
06/11/2021 15.45,2448
06/11/2021 16.00,2032
06/11/2021 16.15,1656
06/11/2021 16.30,1304
06/11/2021 16.45,920
06/11/2021 17.00,512
06/11/2021 17.15,176
06/11/2021 17.30,48
06/11/2021 17.45,0
06/11/2021 18.00,0
06/11/2021 18.15,0
06/11/2021 18.30,0
06/11/2021 18.45,0
06/11/2021 19.00,0
06/11/2021 19.15,0
06/11/2021 19.30,0
06/11/2021 19.45,0
06/11/2021 20.00,0
06/11/2021 20.15,0
06/11/2021 20.30,0
06/11/2021 20.45,0
06/11/2021 21.00,0
06/11/2021 21.15,0
06/11/2021 21.30,0
06/11/2021 21.45,0
06/11/2021 22.00,0
06/11/2021 22.15,0
06/11/2021 22.30,0
06/11/2021 22.45,0
06/11/2021 23.00,0
06/11/2021 23.15,0
06/11/2021 23.30,0
06/11/2021 23.45,0
06/11/2021 24.00,0
07/11/2021 00.15,0
07/11/2021 00.30,0
07/11/2021 00.45,0
07/11/2021 01.00,0
07/11/2021 01.15,0
07/11/2021 01.30,0
07/11/2021 01.45,0
07/11/2021 02.00,0
07/11/2021 02.15,0
07/11/2021 02.30,0
07/11/2021 02.45,0
07/11/2021 03.00,0
07/11/2021 03.15,0
07/11/2021 03.30,0
07/11/2021 03.45,0
07/11/2021 04.00,0
07/11/2021 04.15,0
07/11/2021 04.30,0
07/11/2021 04.45,0
07/11/2021 05.00,0
07/11/2021 05.15,0
07/11/2021 05.30,0
07/11/2021 05.45,0
07/11/2021 06.00,0
07/11/2021 06.15,0
07/11/2021 06.30,64
07/11/2021 06.45,176
07/11/2021 07.00,512
07/11/2021 07.15,968
07/11/2021 07.30,1392
07/11/2021 07.45,1624
07/11/2021 08.00,2032
07/11/2021 08.15,2400
07/11/2021 08.30,2792
07/11/2021 08.45,2944
07/11/2021 09.00,3416
07/11/2021 09.15,3640
07/11/2021 09.30,3904
07/11/2021 09.45,4152
07/11/2021 10.00,4408
07/11/2021 10.15,4352
07/11/2021 10.30,4136
07/11/2021 10.45,4160
07/11/2021 11.00,3232
07/11/2021 11.15,3768
07/11/2021 11.30,2080
07/11/2021 11.45,3800
07/11/2021 12.00,5280
07/11/2021 12.15,5264
07/11/2021 12.30,4464
07/11/2021 12.45,5328
07/11/2021 13.00,2240
07/11/2021 13.15,4672
07/11/2021 13.30,4672
07/11/2021 13.45,4488
07/11/2021 14.00,3504
07/11/2021 14.15,920
07/11/2021 14.30,664
07/11/2021 14.45,568
07/11/2021 15.00,1200
07/11/2021 15.15,2944
07/11/2021 15.30,2752
07/11/2021 15.45,2480
07/11/2021 16.00,2000
07/11/2021 16.15,1664
07/11/2021 16.30,1184
07/11/2021 16.45,672
07/11/2021 17.00,320
07/11/2021 17.15,112
07/11/2021 17.30,40
07/11/2021 17.45,0
07/11/2021 18.00,0
07/11/2021 18.15,0
07/11/2021 18.30,0
07/11/2021 18.45,0
07/11/2021 19.00,0
07/11/2021 19.15,0
07/11/2021 19.30,0
07/11/2021 19.45,0
07/11/2021 20.00,0
07/11/2021 20.15,0
07/11/2021 20.30,0
07/11/2021 20.45,0
07/11/2021 21.00,0
07/11/2021 21.15,0
07/11/2021 21.30,0
07/11/2021 21.45,0
07/11/2021 22.00,0
07/11/2021 22.15,0
07/11/2021 22.30,0
07/11/2021 22.45,0
07/11/2021 23.00,0
07/11/2021 23.15,0
07/11/2021 23.30,0
07/11/2021 23.45,0
07/11/2021 24.00,0
08/11/2021 00.15,0
08/11/2021 00.30,0
08/11/2021 00.45,0
08/11/2021 01.00,0
08/11/2021 01.15,0
08/11/2021 01.30,0
08/11/2021 01.45,0
08/11/2021 02.00,0
08/11/2021 02.15,0
08/11/2021 02.30,0
08/11/2021 02.45,0
08/11/2021 03.00,0
08/11/2021 03.15,0
08/11/2021 03.30,0
08/11/2021 03.45,0
08/11/2021 04.00,0
08/11/2021 04.15,0
08/11/2021 04.30,0
08/11/2021 04.45,0
08/11/2021 05.00,0
08/11/2021 05.15,0
08/11/2021 05.30,0
08/11/2021 05.45,0
08/11/2021 06.00,0
08/11/2021 06.15,0
08/11/2021 06.30,40
08/11/2021 06.45,128
08/11/2021 07.00,528
08/11/2021 07.15,1104
08/11/2021 07.30,1520
08/11/2021 07.45,1944
08/11/2021 08.00,2376
08/11/2021 08.15,2768
08/11/2021 08.30,3120
08/11/2021 08.45,3440
08/11/2021 09.00,3752
08/11/2021 09.15,4016
08/11/2021 09.30,4280
08/11/2021 09.45,4536
08/11/2021 10.00,4472
08/11/2021 10.15,2608
08/11/2021 10.30,2800
08/11/2021 10.45,2536
08/11/2021 11.00,2784
08/11/2021 11.15,2400
08/11/2021 11.30,3504
08/11/2021 11.45,4256
08/11/2021 12.00,4800
08/11/2021 12.15,4160
08/11/2021 12.30,4680
08/11/2021 12.45,2688
08/11/2021 13.00,2296
08/11/2021 13.15,3296
08/11/2021 13.30,2176
08/11/2021 13.45,1856
08/11/2021 14.00,1752
08/11/2021 14.15,1440
08/11/2021 14.30,1376
08/11/2021 14.45,1184
08/11/2021 15.00,1328
08/11/2021 15.15,936
08/11/2021 15.30,792
08/11/2021 15.45,760
08/11/2021 16.00,432
08/11/2021 16.15,336
08/11/2021 16.30,152
08/11/2021 16.45,136
08/11/2021 17.00,48
08/11/2021 17.15,24
08/11/2021 17.30,0
08/11/2021 17.45,0
08/11/2021 18.00,0
08/11/2021 18.15,0
08/11/2021 18.30,0
08/11/2021 18.45,0
08/11/2021 19.00,0
08/11/2021 19.15,0
08/11/2021 19.30,0
08/11/2021 19.45,0
08/11/2021 20.00,0
08/11/2021 20.15,0
08/11/2021 20.30,0
08/11/2021 20.45,0
08/11/2021 21.00,0
08/11/2021 21.15,0
08/11/2021 21.30,0
08/11/2021 21.45,0
08/11/2021 22.00,0
08/11/2021 22.15,0
08/11/2021 22.30,0
08/11/2021 22.45,0
08/11/2021 23.00,0
08/11/2021 23.15,0
08/11/2021 23.30,0
08/11/2021 23.45,0
08/11/2021 24.00,0
09/11/2021 00.15,0
09/11/2021 00.30,0
09/11/2021 00.45,0
09/11/2021 01.00,0
09/11/2021 01.15,0
09/11/2021 01.30,0
09/11/2021 01.45,0
09/11/2021 02.00,0
09/11/2021 02.15,0
09/11/2021 02.30,0
09/11/2021 02.45,0
09/11/2021 03.00,0
09/11/2021 03.15,0
09/11/2021 03.30,0
09/11/2021 03.45,0
09/11/2021 04.00,0
09/11/2021 04.15,0
09/11/2021 04.30,0
09/11/2021 04.45,0
09/11/2021 05.00,0
09/11/2021 05.15,0
09/11/2021 05.30,0
09/11/2021 05.45,0
09/11/2021 06.00,0
09/11/2021 06.15,0
09/11/2021 06.30,64
09/11/2021 06.45,152
09/11/2021 07.00,528
09/11/2021 07.15,664
09/11/2021 07.30,824
09/11/2021 07.45,944
09/11/2021 08.00,1152
09/11/2021 08.15,3280
09/11/2021 08.30,3128
09/11/2021 08.45,3408
09/11/2021 09.00,2656
09/11/2021 09.15,2552
09/11/2021 09.30,2976
09/11/2021 09.45,3512
09/11/2021 10.00,3672
09/11/2021 10.15,3328
09/11/2021 10.30,3600
09/11/2021 10.45,3016
09/11/2021 11.00,2768
09/11/2021 11.15,3008
09/11/2021 11.30,4024
09/11/2021 11.45,4776
09/11/2021 12.00,5624
09/11/2021 12.15,5056
09/11/2021 12.30,5320
09/11/2021 12.45,5040
09/11/2021 13.00,3888
09/11/2021 13.15,3656
09/11/2021 13.30,3408
09/11/2021 13.45,3160
09/11/2021 14.00,3384
09/11/2021 14.15,3352
09/11/2021 14.30,2744
09/11/2021 14.45,3096
09/11/2021 15.00,3472
09/11/2021 15.15,3248
09/11/2021 15.30,1984
09/11/2021 15.45,2544
09/11/2021 16.00,2160
09/11/2021 16.15,1696
09/11/2021 16.30,1064
09/11/2021 16.45,912
09/11/2021 17.00,336
09/11/2021 17.15,184
09/11/2021 17.30,48
09/11/2021 17.45,0
09/11/2021 18.00,0
09/11/2021 18.15,0
09/11/2021 18.30,0
09/11/2021 18.45,0
09/11/2021 19.00,0
09/11/2021 19.15,0
09/11/2021 19.30,0
09/11/2021 19.45,0
09/11/2021 20.00,0
09/11/2021 20.15,0
09/11/2021 20.30,0
09/11/2021 20.45,0
09/11/2021 21.00,0
09/11/2021 21.15,0
09/11/2021 21.30,0
09/11/2021 21.45,0
09/11/2021 22.00,0
09/11/2021 22.15,0
09/11/2021 22.30,0
09/11/2021 22.45,0
09/11/2021 23.00,0
09/11/2021 23.15,0
09/11/2021 23.30,0
09/11/2021 23.45,0
09/11/2021 24.00,0
10/11/2021 00.15,0
10/11/2021 00.30,0
10/11/2021 00.45,0
10/11/2021 01.00,0
10/11/2021 01.15,0
10/11/2021 01.30,0
10/11/2021 01.45,0
10/11/2021 02.00,0
10/11/2021 02.15,0
10/11/2021 02.30,0
10/11/2021 02.45,0
10/11/2021 03.00,0
10/11/2021 03.15,0
10/11/2021 03.30,0
10/11/2021 03.45,0
10/11/2021 04.00,0
10/11/2021 04.15,0
10/11/2021 04.30,0
10/11/2021 04.45,0
10/11/2021 05.00,0
10/11/2021 05.15,0
10/11/2021 05.30,0
10/11/2021 05.45,0
10/11/2021 06.00,0
10/11/2021 06.15,0
10/11/2021 06.30,16
10/11/2021 06.45,152
10/11/2021 07.00,416
10/11/2021 07.15,1056
10/11/2021 07.30,1248
10/11/2021 07.45,1552
10/11/2021 08.00,2464
10/11/2021 08.15,2824
10/11/2021 08.30,3040
10/11/2021 08.45,3328
10/11/2021 09.00,3600
10/11/2021 09.15,3920
10/11/2021 09.30,4144
10/11/2021 09.45,4408
10/11/2021 10.00,4568
10/11/2021 10.15,4640
10/11/2021 10.30,4784
10/11/2021 10.45,4776
10/11/2021 11.00,5040
10/11/2021 11.15,5096
10/11/2021 11.30,5152
10/11/2021 11.45,5184
10/11/2021 12.00,5176
10/11/2021 12.15,5104
10/11/2021 12.30,5112
10/11/2021 12.45,5064
10/11/2021 13.00,5032
10/11/2021 13.15,4856
10/11/2021 13.30,4784
10/11/2021 13.45,4608
10/11/2021 14.00,4440
10/11/2021 14.15,4200
10/11/2021 14.30,3944
10/11/2021 14.45,3736
10/11/2021 15.00,3384
10/11/2021 15.15,3024
10/11/2021 15.30,2672
10/11/2021 15.45,2336
10/11/2021 16.00,1912
10/11/2021 16.15,1408
10/11/2021 16.30,944
10/11/2021 16.45,688
10/11/2021 17.00,480
10/11/2021 17.15,240
10/11/2021 17.30,72
10/11/2021 17.45,0
10/11/2021 18.00,0
10/11/2021 18.15,0
10/11/2021 18.30,0
10/11/2021 18.45,0
10/11/2021 19.00,0
10/11/2021 19.15,0
10/11/2021 19.30,0
10/11/2021 19.45,0
10/11/2021 20.00,0
10/11/2021 20.15,0
10/11/2021 20.30,0
10/11/2021 20.45,0
10/11/2021 21.00,0
10/11/2021 21.15,0
10/11/2021 21.30,0
10/11/2021 21.45,0
10/11/2021 22.00,0
10/11/2021 22.15,0
10/11/2021 22.30,0
10/11/2021 22.45,0
10/11/2021 23.00,0
10/11/2021 23.15,0
10/11/2021 23.30,0
10/11/2021 23.45,0
10/11/2021 24.00,0
11/11/2021 00.15,0
11/11/2021 00.30,0
11/11/2021 00.45,0
11/11/2021 01.00,0
11/11/2021 01.15,0
11/11/2021 01.30,0
11/11/2021 01.45,0
11/11/2021 02.00,0
11/11/2021 02.15,0
11/11/2021 02.30,0
11/11/2021 02.45,0
11/11/2021 03.00,0
11/11/2021 03.15,0
11/11/2021 03.30,0
11/11/2021 03.45,0
11/11/2021 04.00,0
11/11/2021 04.15,0
11/11/2021 04.30,0
11/11/2021 04.45,0
11/11/2021 05.00,0
11/11/2021 05.15,0
11/11/2021 05.30,0
11/11/2021 05.45,0
11/11/2021 06.00,0
11/11/2021 06.15,0
11/11/2021 06.30,56
11/11/2021 06.45,160
11/11/2021 07.00,432
11/11/2021 07.15,920
11/11/2021 07.30,1376
11/11/2021 07.45,1768
11/11/2021 08.00,2240
11/11/2021 08.15,2616
11/11/2021 08.30,2968
11/11/2021 08.45,3296
11/11/2021 09.00,3600
11/11/2021 09.15,3880
11/11/2021 09.30,4120
11/11/2021 09.45,4368
11/11/2021 10.00,4592
11/11/2021 10.15,4744
11/11/2021 10.30,4928
11/11/2021 10.45,5032
11/11/2021 11.00,5056
11/11/2021 11.15,4976
11/11/2021 11.30,5024
11/11/2021 11.45,5232
11/11/2021 12.00,5256
11/11/2021 12.15,5280
11/11/2021 12.30,5184
11/11/2021 12.45,5112
11/11/2021 13.00,5072
11/11/2021 13.15,4744
11/11/2021 13.30,4736
11/11/2021 13.45,4544
11/11/2021 14.00,4424
11/11/2021 14.15,4128
11/11/2021 14.30,4008
11/11/2021 14.45,3672
11/11/2021 15.00,3392
11/11/2021 15.15,3056
11/11/2021 15.30,2688
11/11/2021 15.45,2280
11/11/2021 16.00,1824
11/11/2021 16.15,1632
11/11/2021 16.30,1368
11/11/2021 16.45,696
11/11/2021 17.00,256
11/11/2021 17.15,128
11/11/2021 17.30,32
11/11/2021 17.45,0
11/11/2021 18.00,0
11/11/2021 18.15,0
11/11/2021 18.30,0
11/11/2021 18.45,0
11/11/2021 19.00,0
11/11/2021 19.15,0
11/11/2021 19.30,0
11/11/2021 19.45,0
11/11/2021 20.00,0
11/11/2021 20.15,0
11/11/2021 20.30,0
11/11/2021 20.45,0
11/11/2021 21.00,0
11/11/2021 21.15,0
11/11/2021 21.30,0
11/11/2021 21.45,0
11/11/2021 22.00,0
11/11/2021 22.15,0
11/11/2021 22.30,0
11/11/2021 22.45,0
11/11/2021 23.00,0
11/11/2021 23.15,0
11/11/2021 23.30,0
11/11/2021 23.45,0
11/11/2021 24.00,0
12/11/2021 00.15,0
12/11/2021 00.30,0
12/11/2021 00.45,0
12/11/2021 01.00,0
12/11/2021 01.15,0
12/11/2021 01.30,0
12/11/2021 01.45,0
12/11/2021 02.00,0
12/11/2021 02.15,0
12/11/2021 02.30,0
12/11/2021 02.45,0
12/11/2021 03.00,0
12/11/2021 03.15,0
12/11/2021 03.30,0
12/11/2021 03.45,0
12/11/2021 04.00,0
12/11/2021 04.15,0
12/11/2021 04.30,0
12/11/2021 04.45,0
12/11/2021 05.00,0
12/11/2021 05.15,0
12/11/2021 05.30,0
12/11/2021 05.45,0
12/11/2021 06.00,0
12/11/2021 06.15,0
12/11/2021 06.30,40
12/11/2021 06.45,152
12/11/2021 07.00,240
12/11/2021 07.15,464
12/11/2021 07.30,1360
12/11/2021 07.45,1784
12/11/2021 08.00,1896
12/11/2021 08.15,2296
12/11/2021 08.30,2632
12/11/2021 08.45,2912
12/11/2021 09.00,3376
12/11/2021 09.15,3824
12/11/2021 09.30,3968
12/11/2021 09.45,4128
12/11/2021 10.00,4312
12/11/2021 10.15,4592
12/11/2021 10.30,4616
12/11/2021 10.45,4624
12/11/2021 11.00,4704
12/11/2021 11.15,4000
12/11/2021 11.30,4880
12/11/2021 11.45,4120
12/11/2021 12.00,4888
12/11/2021 12.15,5024
12/11/2021 12.30,5080
12/11/2021 12.45,4976
12/11/2021 13.00,4888
12/11/2021 13.15,4672
12/11/2021 13.30,4232
12/11/2021 13.45,4384
12/11/2021 14.00,4072
12/11/2021 14.15,2664
12/11/2021 14.30,2664
12/11/2021 14.45,2504
12/11/2021 15.00,2640
12/11/2021 15.15,1568
12/11/2021 15.30,2040
12/11/2021 15.45,1024
12/11/2021 16.00,1120
12/11/2021 16.15,408
12/11/2021 16.30,248
12/11/2021 16.45,272
12/11/2021 17.00,192
12/11/2021 17.15,120
12/11/2021 17.30,16
12/11/2021 17.45,0
12/11/2021 18.00,0
12/11/2021 18.15,0
12/11/2021 18.30,0
12/11/2021 18.45,0
12/11/2021 19.00,0
12/11/2021 19.15,0
12/11/2021 19.30,0
12/11/2021 19.45,0
12/11/2021 20.00,0
12/11/2021 20.15,0
12/11/2021 20.30,0
12/11/2021 20.45,0
12/11/2021 21.00,0
12/11/2021 21.15,0
12/11/2021 21.30,0
12/11/2021 21.45,0
12/11/2021 22.00,0
12/11/2021 22.15,0
12/11/2021 22.30,0
12/11/2021 22.45,0
12/11/2021 23.00,0
12/11/2021 23.15,0
12/11/2021 23.30,0
12/11/2021 23.45,0
12/11/2021 24.00,0
13/11/2021 00.15,0
13/11/2021 00.30,0
13/11/2021 00.45,0
13/11/2021 01.00,0
13/11/2021 01.15,0
13/11/2021 01.30,0
13/11/2021 01.45,0
13/11/2021 02.00,0
13/11/2021 02.15,0
13/11/2021 02.30,0
13/11/2021 02.45,0
13/11/2021 03.00,0
13/11/2021 03.15,0
13/11/2021 03.30,0
13/11/2021 03.45,0
13/11/2021 04.00,0
13/11/2021 04.15,0
13/11/2021 04.30,0
13/11/2021 04.45,0
13/11/2021 05.00,0
13/11/2021 05.15,0
13/11/2021 05.30,0
13/11/2021 05.45,0
13/11/2021 06.00,0
13/11/2021 06.15,0
13/11/2021 06.30,48
13/11/2021 06.45,128
13/11/2021 07.00,336
13/11/2021 07.15,432
13/11/2021 07.30,608
13/11/2021 07.45,1232
13/11/2021 08.00,2016
13/11/2021 08.15,2328
13/11/2021 08.30,2768
13/11/2021 08.45,2960
13/11/2021 09.00,3320
13/11/2021 09.15,3464
13/11/2021 09.30,3960
13/11/2021 09.45,4408
13/11/2021 10.00,4608
13/11/2021 10.15,5232
13/11/2021 10.30,4256
13/11/2021 10.45,3264
13/11/2021 11.00,3392
13/11/2021 11.15,2544
13/11/2021 11.30,2344
13/11/2021 11.45,2736
13/11/2021 12.00,3992
13/11/2021 12.15,4776
13/11/2021 12.30,4528
13/11/2021 12.45,3848
13/11/2021 13.00,4440
13/11/2021 13.15,3984
13/11/2021 13.30,4808
13/11/2021 13.45,4336
13/11/2021 14.00,2448
13/11/2021 14.15,56
13/11/2021 14.30,0
13/11/2021 14.45,0
13/11/2021 15.00,0
13/11/2021 15.15,0
13/11/2021 15.30,0
13/11/2021 15.45,0
13/11/2021 16.00,0
13/11/2021 16.15,0
13/11/2021 16.30,0
13/11/2021 16.45,0
13/11/2021 17.00,0
13/11/2021 17.15,0
13/11/2021 17.30,0
13/11/2021 17.45,0
13/11/2021 18.00,0
13/11/2021 18.15,0
13/11/2021 18.30,0
13/11/2021 18.45,0
13/11/2021 19.00,0
13/11/2021 19.15,0
13/11/2021 19.30,0
13/11/2021 19.45,0
13/11/2021 20.00,0
13/11/2021 20.15,0
13/11/2021 20.30,0
13/11/2021 20.45,0
13/11/2021 21.00,0
13/11/2021 21.15,0
13/11/2021 21.30,0
13/11/2021 21.45,0
13/11/2021 22.00,0
13/11/2021 22.15,0
13/11/2021 22.30,0
13/11/2021 22.45,0
13/11/2021 23.00,0
13/11/2021 23.15,0
13/11/2021 23.30,0
13/11/2021 23.45,0
13/11/2021 24.00,0
14/11/2021 00.15,0
14/11/2021 00.30,0
14/11/2021 00.45,0
14/11/2021 01.00,0
14/11/2021 01.15,0
14/11/2021 01.30,0
14/11/2021 01.45,0
14/11/2021 02.00,0
14/11/2021 02.15,0
14/11/2021 02.30,0
14/11/2021 02.45,0
14/11/2021 03.00,0
14/11/2021 03.15,0
14/11/2021 03.30,0
14/11/2021 03.45,0
14/11/2021 04.00,0
14/11/2021 04.15,0
14/11/2021 04.30,0
14/11/2021 04.45,0
14/11/2021 05.00,0
14/11/2021 05.15,0
14/11/2021 05.30,0
14/11/2021 05.45,0
14/11/2021 06.00,0
14/11/2021 06.15,0
14/11/2021 06.30,48
14/11/2021 06.45,224
14/11/2021 07.00,520
14/11/2021 07.15,1000
14/11/2021 07.30,1240
14/11/2021 07.45,1560
14/11/2021 08.00,2024
14/11/2021 08.15,2272
14/11/2021 08.30,1816
14/11/2021 08.45,2648
14/11/2021 09.00,3528
14/11/2021 09.15,3480
14/11/2021 09.30,3872
14/11/2021 09.45,4048
14/11/2021 10.00,4360
14/11/2021 10.15,4576
14/11/2021 10.30,4720
14/11/2021 10.45,4784
14/11/2021 11.00,4944
14/11/2021 11.15,5072
14/11/2021 11.30,5032
14/11/2021 11.45,5136
14/11/2021 12.00,5152
14/11/2021 12.15,5056
14/11/2021 12.30,5088
14/11/2021 12.45,5032
14/11/2021 13.00,4688
14/11/2021 13.15,4824
14/11/2021 13.30,4720
14/11/2021 13.45,3920
14/11/2021 14.00,4328
14/11/2021 14.15,4176
14/11/2021 14.30,3152
14/11/2021 14.45,2704
14/11/2021 15.00,3184
14/11/2021 15.15,2648
14/11/2021 15.30,2384
14/11/2021 15.45,1928
14/11/2021 16.00,1416
14/11/2021 16.15,704
14/11/2021 16.30,376
14/11/2021 16.45,392
14/11/2021 17.00,128
14/11/2021 17.15,40
14/11/2021 17.30,0
14/11/2021 17.45,0
14/11/2021 18.00,0
14/11/2021 18.15,0
14/11/2021 18.30,0
14/11/2021 18.45,0
14/11/2021 19.00,0
14/11/2021 19.15,0
14/11/2021 19.30,0
14/11/2021 19.45,0
14/11/2021 20.00,0
14/11/2021 20.15,0
14/11/2021 20.30,0
14/11/2021 20.45,0
14/11/2021 21.00,0
14/11/2021 21.15,0
14/11/2021 21.30,0
14/11/2021 21.45,0
14/11/2021 22.00,0
14/11/2021 22.15,0
14/11/2021 22.30,0
14/11/2021 22.45,0
14/11/2021 23.00,0
14/11/2021 23.15,0
14/11/2021 23.30,0
14/11/2021 23.45,0
14/11/2021 24.00,0
15/11/2021 00.15,0
15/11/2021 00.30,0
15/11/2021 00.45,0
15/11/2021 01.00,0
15/11/2021 01.15,0
15/11/2021 01.30,0
15/11/2021 01.45,0
15/11/2021 02.00,0
15/11/2021 02.15,0
15/11/2021 02.30,0
15/11/2021 02.45,0
15/11/2021 03.00,0
15/11/2021 03.15,0
15/11/2021 03.30,0
15/11/2021 03.45,0
15/11/2021 04.00,0
15/11/2021 04.15,0
15/11/2021 04.30,0
15/11/2021 04.45,0
15/11/2021 05.00,0
15/11/2021 05.15,0
15/11/2021 05.30,0
15/11/2021 05.45,0
15/11/2021 06.00,0
15/11/2021 06.15,0
15/11/2021 06.30,40
15/11/2021 06.45,120
15/11/2021 07.00,320
15/11/2021 07.15,912
15/11/2021 07.30,1368
15/11/2021 07.45,1776
15/11/2021 08.00,2152
15/11/2021 08.15,2512
15/11/2021 08.30,2872
15/11/2021 08.45,3208
15/11/2021 09.00,3488
15/11/2021 09.15,3752
15/11/2021 09.30,4016
15/11/2021 09.45,4208
15/11/2021 10.00,4400
15/11/2021 10.15,4496
15/11/2021 10.30,4704
15/11/2021 10.45,4816
15/11/2021 11.00,4816
15/11/2021 11.15,4624
15/11/2021 11.30,4728
15/11/2021 11.45,4704
15/11/2021 12.00,4296
15/11/2021 12.15,4976
15/11/2021 12.30,4808
15/11/2021 12.45,4288
15/11/2021 13.00,4896
15/11/2021 13.15,3872
15/11/2021 13.30,4000
15/11/2021 13.45,4760
15/11/2021 14.00,3872
15/11/2021 14.15,3576
15/11/2021 14.30,2552
15/11/2021 14.45,3624
15/11/2021 15.00,3456
15/11/2021 15.15,3032
15/11/2021 15.30,2688
15/11/2021 15.45,1424
15/11/2021 16.00,1056
15/11/2021 16.15,816
15/11/2021 16.30,520
15/11/2021 16.45,296
15/11/2021 17.00,208
15/11/2021 17.15,96
15/11/2021 17.30,24
15/11/2021 17.45,0
15/11/2021 18.00,0
15/11/2021 18.15,0
15/11/2021 18.30,0
15/11/2021 18.45,0
15/11/2021 19.00,0
15/11/2021 19.15,0
15/11/2021 19.30,0
15/11/2021 19.45,0
15/11/2021 20.00,0
15/11/2021 20.15,0
15/11/2021 20.30,0
15/11/2021 20.45,0
15/11/2021 21.00,0
15/11/2021 21.15,0
15/11/2021 21.30,0
15/11/2021 21.45,0
15/11/2021 22.00,0
15/11/2021 22.15,0
15/11/2021 22.30,0
15/11/2021 22.45,0
15/11/2021 23.00,0
15/11/2021 23.15,0
15/11/2021 23.30,0
15/11/2021 23.45,0
15/11/2021 24.00,0
16/11/2021 00.15,0
16/11/2021 00.30,0
16/11/2021 00.45,0
16/11/2021 01.00,0
16/11/2021 01.15,0
16/11/2021 01.30,0
16/11/2021 01.45,0
16/11/2021 02.00,0
16/11/2021 02.15,0
16/11/2021 02.30,0
16/11/2021 02.45,0
